comment_id,y_persuasive,y_audience,y_agreement_with_commenter,y_informative,y_mean,y_controversial,y_disagreement_with_commenter,y_off_topic_with_article,y_sentiment_neutral,y_sentiment_positive,y_sentiment_negative,y_sentiment_mixed
13971541,0.314280188154,0.825735610897,0.194268993687,0.296473630711,0.398929887471,0.596138338475,0.657082688973,0.628686688329,0.438915334342,0.117743616947,0.737022564068,0.296426353203
13970990,0.278165018571,0.813097121346,0.20713610798,0.298405361205,0.356697373048,0.538755215553,0.595553711183,0.627037442486,0.468018435492,0.145632436802,0.688370584462,0.267254786188
13823499,0.353516669084,0.827137189874,0.193549347706,0.344790097426,0.381137921832,0.625869384478,0.678304750187,0.605421170132,0.47179844392,0.107511411754,0.723604320994,0.352587320177
13638925,0.291278290905,0.818901829088,0.209736283176,0.298488738448,0.374760149304,0.572498160782,0.618321248675,0.620759114972,0.471584074978,0.132489557625,0.698957412223,0.289693025705
73494351,0.335552276657,0.819713663857,0.196903573478,0.328802345609,0.363528824894,0.596652082787,0.63454861132,0.589610617239,0.465781399814,0.128590968972,0.687902748934,0.31509503598
63930643,0.339683633872,0.773180205944,0.186010388438,0.338975307916,0.37562587863,0.590480680022,0.583212744019,0.558269456315,0.401283774796,0.124412097153,0.743535030752,0.33309258938
59276229,0.273346160807,0.841294170793,0.259523745018,0.285347541009,0.421195183967,0.574154538034,0.637863178977,0.632552016761,0.503898610461,0.132056821045,0.705945204592,0.34807766797
56043855,0.256907207139,0.827812501429,0.217713793082,0.275702079136,0.374548430063,0.543093992222,0.61620508368,0.623553454804,0.469987331219,0.137889854908,0.69998873352,0.261965121257
55271251,0.194465179324,0.830086473376,0.229538454442,0.218526277067,0.389661080459,0.476221537218,0.571332359809,0.645372504174,0.453100633198,0.168970503889,0.686224136562,0.211274360052
54200712,0.515517723308,0.764076643856,0.184116248312,0.495026174364,0.344859323925,0.65571333872,0.621448725545,0.555045235049,0.459171284916,0.110624040123,0.700727590949,0.417303356
54198386,0.294856169562,0.808910054797,0.194301369352,0.368050473884,0.327067863195,0.482750898785,0.553502850874,0.663348111496,0.514539920112,0.108930079452,0.673526688749,0.275226908811
54200175,0.305737222661,0.818612146244,0.216491230812,0.326977849952,0.382494475755,0.562067554674,0.614160741591,0.609049896661,0.472612857333,0.128955846496,0.690699560446,0.296453069822
54195079,0.274780611687,0.834304030957,0.230339039273,0.295883199312,0.38764061376,0.5393454348,0.640343946312,0.626789644365,0.478224933674,0.130571251734,0.684916707956,0.281381129257
54205346,0.363693179471,0.799874706304,0.182362191149,0.36038752474,0.434026470235,0.64257928081,0.640707961263,0.579174498198,0.447442104144,0.119567506376,0.734739959597,0.33805405172
54204488,0.0957589892399,0.839148807608,0.282896630631,0.128646490156,0.372628544213,0.353415181245,0.479154864492,0.681668551628,0.451313503044,0.229110110442,0.653422355449,0.122318343661
54196358,0.398223056085,0.794554005827,0.18070117396,0.382092509817,0.340770376012,0.667266283589,0.628081524716,0.592824181934,0.481192265867,0.104947835305,0.723053345305,0.341655616014
54194526,0.268874597704,0.838763787943,0.224711724291,0.270074538316,0.421848721664,0.563146560196,0.645973444406,0.631583526404,0.439706015262,0.125721053291,0.720506553246,0.293352127651
52416974,0.25420715893,0.827837692877,0.229516760617,0.270522837608,0.375075443524,0.514118174247,0.590926034277,0.636411746938,0.491282632134,0.139916728234,0.691366119628,0.246878379354
50367536,0.362082353614,0.826119695757,0.161640549253,0.335224224415,0.420062319078,0.60271027284,0.704879347163,0.638521705464,0.419000722948,0.108324447969,0.719289647361,0.339807109868
50365505,0.344283993511,0.811882855446,0.188972256505,0.344017216568,0.389641990065,0.618916297995,0.649674057985,0.581608905236,0.465386437564,0.113869870426,0.733799479161,0.315418793395
50131919,0.387545361357,0.803923579387,0.211653976427,0.330036568528,0.391083408466,0.651275443067,0.625304344556,0.608642730678,0.43595323672,0.121953173817,0.715834046665,0.353239356101
50130537,0.323590124657,0.8072181534,0.20122971378,0.300754396493,0.382614385941,0.597685615072,0.61942502875,0.608845021275,0.462540157662,0.120747568676,0.717481077774,0.315671842613
50130408,0.498110903016,0.72340377682,0.178314130101,0.421693431567,0.344787181851,0.637098352021,0.542106634383,0.502603269841,0.470662481483,0.137043166381,0.668701361465,0.373040843719
49513557,0.271340970836,0.831281398992,0.22441112305,0.285701355659,0.361267229197,0.554923255152,0.626750393262,0.617799690843,0.483444480101,0.135051262123,0.692564702762,0.278415739126
47329264,0.342660061184,0.803317356391,0.188925077764,0.367607494395,0.367017157383,0.635499821475,0.621546468668,0.603431761081,0.472132233965,0.115617206991,0.712454826305,0.306723822577
47352558,0.240460704522,0.8131560953,0.236645183279,0.266731086253,0.364044409417,0.523040139987,0.569210852889,0.6130542135,0.470284859632,0.151530929507,0.678907806734,0.240511047502
47374897,0.424253861681,0.809886355809,0.201840439873,0.393530352148,0.382738286393,0.655378884577,0.650677259992,0.595114365573,0.424625232142,0.123256389147,0.70810535041,0.369326245226
45823934,0.397455312232,0.825897702024,0.241837406925,0.401910791494,0.330559979059,0.54582937648,0.609959416418,0.59582998238,0.560704473256,0.126163418962,0.673617088814,0.323743547576
45720785,0.927834917181,0.516466698105,0.103362298949,0.848106565521,0.169630410489,0.879574039126,0.497822661491,0.284387950463,0.382496230988,0.084377857067,0.670948828766,0.732893667542
44892399,0.235717130197,0.816605954828,0.218855436106,0.25723625313,0.373221598806,0.535641876548,0.592894403748,0.619028913444,0.468844213428,0.141132748022,0.696380797585,0.241861446348
44888046,0.186840587269,0.824359862991,0.238486022735,0.215518581726,0.380598293741,0.485638864839,0.575708492491,0.638064211015,0.443719704514,0.15970577966,0.706882242504,0.195397616633
44091173,0.352060605648,0.802257520444,0.213594472141,0.330868748633,0.342961574055,0.612523326011,0.587298959051,0.573558641279,0.493940205065,0.127401493081,0.678842792686,0.322359221372
44087491,0.261804018155,0.824603833305,0.217524923406,0.285789998939,0.373848535551,0.541307890599,0.611217757631,0.6167806716,0.469688777294,0.141397851365,0.689325020978,0.270907667683
43906880,0.574544075007,0.749067027566,0.184679551425,0.47720267318,0.338902790392,0.719879469771,0.618897102498,0.442482858615,0.469431301585,0.0989460853941,0.686906570038,0.459164375924
43917517,0.499769597929,0.660150255625,0.154227671381,0.390730936663,0.395458424849,0.71589834748,0.522266817749,0.521209630787,0.406696431145,0.0978273676598,0.723880188894,0.345263351201
43909502,0.39054329595,0.752312835057,0.174854804076,0.366535842476,0.325936648337,0.66189648363,0.593141791325,0.543953258056,0.476041557005,0.109038039672,0.710717770933,0.323048559551
43438801,0.397688392795,0.789924457241,0.201774832454,0.373593783665,0.390149001991,0.582340463363,0.587944692306,0.579659876256,0.425050615601,0.133600180156,0.683554229118,0.338164412005
43437040,0.52737839235,0.757172064115,0.17233236776,0.445022397073,0.352204639995,0.67562451324,0.584571313616,0.499790027386,0.444984629815,0.126692397706,0.711759146609,0.357521130407
42801724,0.316141676231,0.785739862982,0.183138366281,0.25723492083,0.368160947497,0.542021137522,0.595539863013,0.591970220064,0.423612928982,0.125509796284,0.669608334269,0.286204070355
41902847,0.347622933333,0.83048756795,0.241390833549,0.338020249372,0.373364113126,0.586768554997,0.624778547002,0.63619879871,0.487446231198,0.128828971157,0.70066435704,0.310131263179
41608821,0.474411529401,0.768567042871,0.168811582669,0.429263339227,0.330352692859,0.626355350481,0.619957822258,0.59191864825,0.471901594295,0.142124163294,0.678896444931,0.40241532029
40936569,0.291917958318,0.810792370886,0.186729836121,0.257681490738,0.449228059092,0.533958252399,0.655011650047,0.609820450858,0.389661738119,0.116919039372,0.746971138456,0.293674904472
40925444,0.281046980238,0.793555704233,0.204064762045,0.283777255897,0.382317525141,0.539368669346,0.577047589343,0.595490264973,0.466326914221,0.134275817183,0.687358010933,0.2571535147
40934185,0.370098543687,0.819844237562,0.190006563635,0.385294202314,0.372977633039,0.591201391922,0.667740271956,0.56939529225,0.486782782203,0.118373144038,0.696175360425,0.337193089232
40931109,0.326721103864,0.790652797542,0.203255945898,0.325335450163,0.362680879378,0.568938935895,0.598534667407,0.572648268646,0.46932458969,0.137152819568,0.645875229996,0.321695146363
40003676,0.343060480835,0.828784066464,0.190892235106,0.360441406242,0.359981755142,0.593047335648,0.66171656083,0.592240644476,0.47659271163,0.139440919113,0.7144295168,0.330323014954
40003523,0.238175475178,0.819942841827,0.213972921433,0.259721420653,0.368102026548,0.512980310555,0.596394500773,0.614256787527,0.475147929508,0.140470822486,0.682406955481,0.239381221841
40003523,0.238175475178,0.819942841827,0.213972921433,0.259721420653,0.368102026548,0.512980310555,0.596394500773,0.614256787527,0.475147929508,0.140470822486,0.682406955481,0.239381221841
40003718,0.313880398499,0.828618096654,0.204231834686,0.307831609704,0.39723760788,0.59749274145,0.662167355148,0.615077418882,0.474070875612,0.119411538591,0.708638426304,0.298851769067
39621396,0.381221326746,0.813346254523,0.168940551343,0.396639884242,0.398035238219,0.657503717257,0.660835049852,0.579545561355,0.460305483828,0.112841020025,0.723314233076,0.327259174508
38154499,0.284642543655,0.828305463943,0.206319177274,0.29683129634,0.388144759608,0.565208147079,0.643174124987,0.625068334603,0.473168663389,0.127229245073,0.706567190492,0.282856102753
38160294,0.276012371156,0.833721408191,0.204508826708,0.289547997642,0.400111343752,0.585731968353,0.649192348252,0.633927641901,0.456017832116,0.119443039157,0.726368839145,0.276314738547
38155587,0.24491514369,0.838566407854,0.233265696611,0.264546363383,0.351083201057,0.534975213254,0.609666106917,0.664104846363,0.481171952922,0.152552981074,0.68365921517,0.287727247853
37853303,0.345009652887,0.8288630376,0.191886246472,0.331973498581,0.350923569196,0.586182194034,0.62616123856,0.615702120812,0.439903876919,0.128995840976,0.69228304356,0.298380714599
37119024,0.300256918223,0.82525824262,0.225607717553,0.30811294087,0.374142894781,0.566576575526,0.634096864106,0.566832606017,0.458023836004,0.141308457097,0.721760339724,0.27971464177
37073827,0.329495560079,0.838070643828,0.226403985014,0.340548205737,0.386255143394,0.592161603129,0.618020805474,0.621383676166,0.479152980487,0.123358816243,0.730773495174,0.325608899889
36451999,0.332443851618,0.820277720804,0.199491831745,0.33057889225,0.36269713247,0.606115683402,0.642626578955,0.609265663986,0.470443290234,0.118153669519,0.707771378281,0.318688550551
36474110,0.315206296632,0.813546751031,0.209028884474,0.309814701623,0.380434358614,0.577439822797,0.614043261613,0.58845319193,0.466106995159,0.123952251309,0.699192561342,0.301931155914
35277553,0.245356977464,0.836194668,0.211590903231,0.264680326229,0.38956305405,0.532979968951,0.635986266026,0.637196631661,0.464768172418,0.137151440792,0.704563224266,0.257761054253
35302908,0.300168519518,0.827817999766,0.206448089686,0.306618400391,0.376998303805,0.572490863554,0.645639752249,0.626483905472,0.477158646165,0.123796819737,0.707152018128,0.289275881765
35277277,0.233354827132,0.836073346783,0.22104461718,0.266441289572,0.36461818347,0.506199551328,0.613389181856,0.644746300706,0.473050547708,0.146226564432,0.664692715096,0.251645193606
34354643,0.487929900567,0.757613820532,0.182774897247,0.39948742291,0.367680869149,0.674470889787,0.574508296757,0.538735452806,0.442285414138,0.112086529026,0.700889699701,0.373456796495
33963631,0.244667757873,0.827147847856,0.215424890603,0.261511749246,0.391530507027,0.534544112289,0.610497881386,0.644987254369,0.453868191256,0.142985921019,0.702646687636,0.253848280102
33581244,0.295308391545,0.819783479573,0.213510449948,0.302285903753,0.3715068589,0.547139121152,0.620459087988,0.626831518645,0.488374715261,0.129835444904,0.691393843519,0.263846514684
33582903,0.488112050599,0.71657668391,0.149058636685,0.425027363635,0.457384654218,0.668674628979,0.597452531503,0.690998938704,0.389916668537,0.101498113704,0.786221563523,0.334214037363
32828392,0.209135177879,0.82643667292,0.228064500328,0.229876402539,0.383122804488,0.491554037636,0.581904179474,0.637427527973,0.456475085094,0.15416986106,0.68705348725,0.22336073752
31222609,0.262738660386,0.82326392751,0.217104875837,0.281614612331,0.368389870635,0.526871102935,0.600473312622,0.623803272752,0.47460071585,0.142000561929,0.686883688677,0.259232604362
31222349,0.419426976508,0.78149485527,0.168756756082,0.396869114482,0.403613801196,0.677428602463,0.6398805044,0.600948102244,0.425557863296,0.107811367694,0.73135902016,0.358745256108
30601260,0.314397667662,0.802080882204,0.191771915986,0.321513064919,0.424749480184,0.608019807842,0.611655301744,0.585333568676,0.419989092893,0.127054058636,0.720695343447,0.291766200997
29486124,0.494993257375,0.810560667886,0.166712449863,0.472975424394,0.315952974793,0.593010161246,0.679026681724,0.518839013079,0.530626653338,0.115522576184,0.637354197181,0.39567332252
29488478,0.206878806987,0.831459397722,0.230241699842,0.229936582572,0.407295956634,0.502066091789,0.595845300403,0.641758175717,0.433001620258,0.150024623405,0.706984611962,0.222151271296
29488744,0.577735586479,0.813339331379,0.17053342025,0.479321631597,0.339775991626,0.683752411226,0.682415543842,0.57181172557,0.49518784362,0.110951201385,0.671088685971,0.41102602689
29486042,0.283657900001,0.813378134215,0.213177676309,0.292015556202,0.37286107213,0.541424145427,0.590357650485,0.646905442023,0.434690998823,0.143088163888,0.683395557684,0.271587776808
29491400,0.370496999756,0.810561501761,0.193334100855,0.36073339712,0.348609748918,0.627593742563,0.647290158232,0.595138097114,0.471334683435,0.128861865904,0.667980803361,0.342001222441
29490121,0.454293129687,0.814880362162,0.174564783108,0.341318228588,0.408749547457,0.661726874987,0.664271105377,0.579242673927,0.389661397333,0.115978871774,0.744996760217,0.369525922104
29486565,0.310265057413,0.826367137998,0.195456894347,0.294130642558,0.38939240523,0.618162529971,0.632562502324,0.648319689352,0.445011740895,0.125582904653,0.731177342525,0.247607533868
29486026,0.344175111205,0.810014080853,0.190749089054,0.30393638222,0.355543326708,0.614977605865,0.637076961668,0.582827265289,0.469609101204,0.134188775611,0.682970139859,0.311094502487
